img,mask,video_src,video_clip,rep
/groups/dchen/mxs/processed_data/CNI/images/NE/00029.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00029.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00030.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00030.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00031.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00031.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00032.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00032.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00033.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00033.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00034.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00034.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00035.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00035.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00036.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00036.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00037.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00037.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00038.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00038.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00039.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00039.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00040.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00040.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00041.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00041.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00042.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00042.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00043.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00043.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00044.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00044.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00045.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00045.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00046.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00046.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00047.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00047.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00048.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00048.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00049.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00049.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00050.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00050.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00051.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00051.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00052.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00052.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00053.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00053.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00054.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00054.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00055.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00055.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00056.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00056.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00057.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00057.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00058.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00058.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00059.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00059.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00060.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00060.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00061.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00061.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00062.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00062.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00063.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00063.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00064.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00064.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00065.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00065.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00066.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00066.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00067.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00067.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00068.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00068.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00069.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00069.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00070.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00070.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00071.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00071.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00072.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00072.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00073.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00073.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00074.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00074.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00075.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00075.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00076.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00076.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00077.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00077.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00078.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00078.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00079.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00079.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00080.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00080.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00081.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00081.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00082.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00082.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00083.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00083.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00084.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00084.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00085.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00085.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00086.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00086.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00087.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00087.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00088.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00088.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00089.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00089.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00090.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00090.png,,NE,rep
/groups/dchen/mxs/processed_data/CNI/images/NE/00091.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00091.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00092.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00092.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00093.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00093.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00094.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00094.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00095.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00095.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00096.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00096.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00097.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00097.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00098.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00098.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00099.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00099.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00100.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00100.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00101.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00101.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00102.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00102.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00103.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00103.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00104.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00104.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00105.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00105.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00106.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00106.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00107.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00107.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00108.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00108.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00109.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00109.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00110.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00110.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00111.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00111.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00112.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00112.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00113.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00113.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00114.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00114.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00115.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00115.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00116.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00116.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00117.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00117.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00118.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00118.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00119.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00119.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00120.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00120.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00121.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00121.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00122.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00122.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00123.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00123.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00124.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00124.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00125.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00125.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00126.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00126.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00127.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00127.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00128.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00128.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00129.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00129.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00130.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00130.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00131.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00131.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00132.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00132.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00133.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00133.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00134.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00134.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00135.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00135.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00136.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00136.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00137.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00137.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00138.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00138.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00139.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00139.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00140.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00140.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00141.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00141.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00142.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00142.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00143.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00143.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00144.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00144.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00145.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00145.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00146.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00146.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00147.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00147.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00148.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00148.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00149.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00149.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00150.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00150.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00151.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00151.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00152.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00152.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00153.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00153.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00154.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00154.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00155.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00155.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00156.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00156.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00157.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00157.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00158.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00158.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00159.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00159.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00160.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00160.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00161.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00161.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00162.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00162.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00163.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00163.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00164.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00164.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00165.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00165.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00166.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00166.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00167.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00167.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00168.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00168.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00169.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00169.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00170.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00170.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00171.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00171.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00172.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00172.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00173.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00173.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00174.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00174.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00175.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00175.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00176.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00176.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00177.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00177.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00178.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00178.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00179.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00179.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00180.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00180.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00181.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00181.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00182.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00182.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00183.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00183.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00184.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00184.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00185.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00185.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00186.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00186.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00187.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00187.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00188.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00188.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00189.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00189.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00190.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00190.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00191.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00191.png,,NE,-
/groups/dchen/mxs/processed_data/CNI/images/NE/00192.jpg,/groups/dchen/bz/data/childrensHospital/masks/NE/all/00192.png,,NE,-
