img,mask,video_src,video_clip,rep
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01708.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01708.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01741.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01741.png,,Partial Nephrectomy video,rep
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01742.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01742.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01633.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01633.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01743.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01743.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/11453.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/11453.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01744.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01744.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01745.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01745.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01746.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01746.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01747.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01747.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01748.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01748.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01749.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01749.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01750.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01750.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01751.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01751.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01752.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01752.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01753.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01753.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01700.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01700.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01754.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01754.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01755.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01755.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01756.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01756.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01757.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01757.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01758.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01758.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01759.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01759.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01760.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01760.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01761.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01761.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01762.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01762.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01763.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01763.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01764.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01764.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01765.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01765.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01766.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01766.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01767.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01767.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01768.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01768.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01769.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01769.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01770.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01770.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01771.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01771.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01772.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01772.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01773.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01773.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01774.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01774.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01775.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01775.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01776.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01776.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01777.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01777.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01778.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01778.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01779.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01779.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01780.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01780.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01781.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01781.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01782.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01782.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01783.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01783.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01784.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01784.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01785.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01785.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01786.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01786.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01787.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01787.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01702.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01702.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01788.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01788.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01789.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01789.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01703.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01703.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01790.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01790.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01791.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01791.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01792.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01792.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01793.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01793.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01794.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01794.png,,Partial Nephrectomy video,rep
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01795.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01795.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01796.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01796.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01797.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01797.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01798.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01798.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01701.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01701.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01799.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01799.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01800.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01800.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01801.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01801.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01802.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01802.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01803.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01803.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01804.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01804.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01805.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01805.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01806.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01806.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01807.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01807.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01808.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01808.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01809.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01809.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01810.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01810.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01811.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01811.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01812.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01812.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00061.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00061.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00062.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00062.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/01608.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/01608.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00063.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00063.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00064.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00064.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00065.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00065.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00066.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00066.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00067.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00067.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00068.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00068.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00069.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00069.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00070.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00070.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00071.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00071.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00072.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00072.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00073.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00073.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00074.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00074.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00075.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00075.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00076.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00076.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00077.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00077.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00078.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00078.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00079.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00079.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00080.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00080.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00081.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00081.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00082.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00082.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00083.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00083.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00084.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00084.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00085.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00085.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00086.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00086.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00087.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00087.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00088.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00088.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00089.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00089.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00090.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00090.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00091.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00091.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00092.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00092.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00093.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00093.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00094.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00094.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00095.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00095.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00096.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00096.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00097.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00097.png,,Partial Nephrectomy video,rep
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00098.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00098.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00099.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00099.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00100.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00100.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00101.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00101.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00102.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00102.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00103.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00103.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00104.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00104.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00105.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00105.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00106.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00106.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00107.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00107.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00108.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00108.png,,Partial Nephrectomy video,-
/groups/dchen/mxs/processed_data/CNI/images/Partial Nephrectomy video/00109.jpg,/groups/dchen/mxs/PE_dgem_task/masks/all_NE_ordering/00109.png,,Partial Nephrectomy video,-
