img,mask,color_mask,watershed_mask,video_src,video_clip
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_110_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_110_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_110_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_110_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_111_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_111_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_111_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_111_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_112_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_112_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_112_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_112_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_113_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_113_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_113_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_113_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_114_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_114_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_114_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_114_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_115_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_115_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_115_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_115_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_116_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_116_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_116_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_116_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_117_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_117_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_117_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_117_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_118_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_118_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_118_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_118_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_119_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_119_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_119_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_119_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_120_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_120_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_120_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_120_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_121_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_121_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_121_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_121_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_122_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_122_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_122_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_122_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_123_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_123_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_123_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_123_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_124_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_124_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_124_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_124_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_125_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_125_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_125_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_125_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_126_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_126_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_126_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_126_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_127_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_127_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_127_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_127_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_128_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_128_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_128_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_128_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_129_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_129_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_129_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_129_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_130_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_130_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_130_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_130_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_131_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_131_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_131_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_131_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_132_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_132_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_132_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_132_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_133_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_133_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_133_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_133_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_134_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_134_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_134_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_134_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_135_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_135_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_135_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_135_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_136_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_136_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_136_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_136_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_137_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_137_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_137_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_137_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_138_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_138_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_138_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_138_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_139_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_139_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_139_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_139_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_140_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_140_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_140_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_140_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_141_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_141_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_141_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_141_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_142_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_142_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_142_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_142_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_143_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_143_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_143_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_143_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_144_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_144_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_144_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_144_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_145_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_145_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_145_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_145_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_146_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_146_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_146_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_146_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_147_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_147_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_147_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_147_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_148_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_148_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_148_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_148_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_149_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_149_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_149_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_149_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_150_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_150_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_150_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_150_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_151_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_151_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_151_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_151_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_152_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_152_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_152_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_152_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_153_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_153_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_153_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_153_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_154_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_154_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_154_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_154_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_155_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_155_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_155_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_155_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_156_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_156_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_156_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_156_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_157_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_157_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_157_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_157_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_158_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_158_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_158_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_158_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_159_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_159_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_159_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_159_endo_watershed_mask.png,video01,video01_00080
/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/img/frame_80_endo.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/mask/frame_80_endo_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/color_mask/frame_80_endo_color_mask.png,/users/nsapkota/VOS/data/datasets/cholecseg8k/video01/video01_00080/watershed_mask/frame_80_endo_watershed_mask.png,video01,video01_00080
